level,precision,recall,f1,support
1,0.9459459459459459,0.5,0.6542056074766355,70
2,0.3821656050955414,0.8571428571428571,0.5286343612334802,70
3,0.453125,0.4142857142857143,0.43283582089552236,70
4,0.5116279069767442,0.3142857142857143,0.3893805309734513,70
5,0.7755102040816326,0.5428571428571428,0.6386554621848739,70
