level,precision,recall,f1,support
1,0.8863636363636364,0.5571428571428572,0.6842105263157895,70
2,0.391304347826087,0.7714285714285715,0.5192307692307693,70
3,0.32978723404255317,0.44285714285714284,0.3780487804878049,70
4,0.4864864864864865,0.2571428571428571,0.3364485981308411,70
5,0.8108108108108109,0.42857142857142855,0.5607476635514018,70
