level,precision,recall,f1,support
1,0.8024691358024691,0.9285714285714286,0.8609271523178808,70
2,0.5316455696202531,0.6,0.5637583892617449,70
3,0.36,0.38571428571428573,0.3724137931034483,70
4,0.3484848484848485,0.32857142857142857,0.3382352941176471,70
5,0.6122448979591837,0.42857142857142855,0.5042016806722689,70
