level,precision,recall,f1,support
1,0.9210526315789473,0.5,0.6481481481481481,70
2,0.4583333333333333,0.7857142857142857,0.5789473684210527,70
3,0.3838383838383838,0.5428571428571428,0.44970414201183434,70
4,0.391304347826087,0.2571428571428571,0.3103448275862069,70
5,0.7446808510638298,0.5,0.5982905982905983,70
