level,precision,recall,f1,support
1,0.673469387755102,0.9428571428571428,0.7857142857142857,70
2,0.4098360655737705,0.35714285714285715,0.3816793893129771,70
3,0.358974358974359,0.4,0.3783783783783784,70
4,0.359375,0.32857142857142857,0.34328358208955223,70
5,0.6122448979591837,0.42857142857142855,0.5042016806722689,70
