level,precision,recall,f1,support
1,0.8125,0.9285714285714286,0.8666666666666667,70
2,0.6,0.6,0.6,70
3,0.3698630136986301,0.38571428571428573,0.3776223776223776,70
4,0.3561643835616438,0.37142857142857144,0.36363636363636365,70
5,0.5740740740740741,0.44285714285714284,0.5,70
