level,precision,recall,f1,support
1,0.37988826815642457,0.918918918918919,0.5375494071146245,148
2,0.2465753424657534,0.5894736842105263,0.3477061055536392,855
3,0.971038477451386,0.8139884393063583,0.8856046789510094,8650
