level,precision,recall,f1,support
1,0.6097560975609756,0.7142857142857143,0.6578947368421053,70
2,0.31333333333333335,0.6714285714285714,0.42727272727272725,70
3,0.2542372881355932,0.21428571428571427,0.23255813953488372,70
4,0.38461538461538464,0.07142857142857142,0.12048192771084337,70
5,0.6521739130434783,0.42857142857142855,0.5172413793103449,70
