level,precision,recall,f1,support
1,0.9523809523809523,0.5714285714285714,0.7142857142857143,70
2,0.46987951807228917,0.5571428571428572,0.5098039215686274,70
3,0.3482142857142857,0.5571428571428572,0.42857142857142855,70
4,0.4166666666666667,0.21428571428571427,0.2830188679245283,70
5,0.5454545454545454,0.6,0.5714285714285714,70
