level,precision,recall,f1,support
1,1.0,0.2571428571428571,0.4090909090909091,70
2,0.415929203539823,0.6714285714285714,0.5136612021857924,70
3,0.3813559322033898,0.6428571428571429,0.4787234042553192,70
4,0.42105263157894735,0.11428571428571428,0.1797752808988764,70
5,0.5853658536585366,0.6857142857142857,0.631578947368421,70
